sentence,mdd,t_depth,no_change,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD
"לכל שאלה, בקשה או צורך במידע נוסף אנו עומדים לרשותכם במרכז שירות הלקוחות שלנו ב־2700* מכל טלפון או כאן באתר האינטרנט.",12.83,26,0,1,20,22,93,4.227,4,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,12,4,2,14,4,0,2,0,6,0,2,4,0,0,2,2,0,4,0,0
בעל העסק חייב לתלות שילוט האוסר על העישון במקום וכן אסור להציב מאפרות במקום בו אסור לעשן.,12.48,25,0,1,16,17,72,4.235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,8,2,2,2,2,0,4,0,0,0,2,0,4,0,0,4
"אם הוועדה תגיע למסקנה שקיים צורך באבחון, אנחנו בכללית נעשה את מרב המאמצים כדי שהתהליך האדמיניסטרטיבי יהיה מהיר וממוקד ושהתהליך הטיפולי יהיה איכותי ויעיל.",18.78,39,0,1,23,24,128,5.333,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,10,6,14,6,0,4,0,0,0,2,2,0,6,2,2,2,0,0
"לבדיקה, הכניסו  אצבע בין הבטן לחיתול.",2.67,7,0,1,5,6,29,4.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
אם לאחר זמן מה תראו שאין שיפור - תוכלו לחזור שנית לרופא המטפל כדי לשקול את הצורך בהפניה חוזרת.,10.6,21,0,1,18,18,74,4.111,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,0,4,4,0,0,2,4,0,2,2,2,2,2,0,4,0,0,2
"התסמינים רבים וכוללים, בין היתר: צמא מוגבר מתן שתן רב איבוד משקל עלייה בתיאבון עייפות בחילות ראייה מטושטשת .",11.96,23,0,1,18,18,87,4.833,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,8,4,2,2,0,10,0,0,0,0,0,0,0,2,0,0,0
"איסור העישון מתייחס לכל מוצרי העישון, הכוללים בין השאר, סיגריות, סיגרים, מקטרת,נרגילה, סיגריות אלקטרוניות ואחרים.",10.39,20,0,1,14,16,92,5.75,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,6,2,4,6,4,0,0,0,0,0,2,0,2,2,0,0
צהבת שהולכת ומחמירה לאחר השחרור מבית החולים.,5.6,12,0,1,6,7,37,5.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,2,4,0,2,0,0,0,0,0,2,0,2,0,0,0
חתימה על טופס ויתור סודיות בדיקות שמיעה וראיה את המסכמים יש להגיש לשירות הפסיכולוגי החינוכי אשר נמצא בכתובת רח' שאול אביגור 1 באר שבע.,13.79,25,0,1,23,24,109,4.542,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4,6,6,8,2,2,2,10,0,0,2,2,0,2,0,2,0,0,2
"חשוב, כמובן, להיות ערניים, אך יחד עם זאת יש לזכור שלא כל קושי של הילד הוא אכן בעיה בהתפתחות.",12.05,22,0,1,18,19,70,3.684,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,6,4,0,0,2,2,0,6,2,0,0,2,2,2,2,0,2
"ראוי להדגיש, כי בכל שלב במסלול הלימודי, לכל תלמיד קיימת הזכות והאפשרות למעבר בין מסגרות החינוך השונות, כולל השתלבות בחינוך הרגיל בהתאם להתפתחות במצבו ובתפקודו.",20.45,43,0,1,24,25,131,5.24,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,2,18,18,4,2,4,4,0,0,2,0,0,0,0,2,4,0,2
"כל מקום בית אבות או דיור מוגן, למעט בחדר מגורים, ובלבד שלא גר בו מי שאינו מעשן, ולמעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של המקום.",31.32,66,0,1,42,43,180,4.186,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,12,12,8,2,6,12,0,6,4,0,2,8,0,10,2,0,0
"אינסולין הוא הורמון חשוב ביותר שמופרש מתאי בטא בלבלב, ותפקידו לעזור לסוכר (גלוקוזה) המצוי בדם להיכנס לתוך התאים.",12.29,24,0,1,17,18,91,5.056,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,8,4,2,4,2,2,0,2,0,0,0,4,0,2,0,0,0
"מסגרת טיפולית קבועה, שבה כולם משתפים פעולה - הילד, הוריו, המטפלים המקצועיים ולעיתים גורמים נוספים - עשויה להביא לשינויים משמעותיים מאוד בתפקוד הילד.",15.7,32,0,1,22,21,120,5.714,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2,8,4,12,2,4,6,0,0,4,0,0,0,2,2,2,0,0,2
לשאלות ניתן ליצור קשר בטלפון 08-641923,4.75,9,0,1,5,7,32,4.571,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ניתן להירשם און-ליין באתר שירות התעסוקה.,4.0,8,0,1,5,7,33,4.714,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
בטיפול היומיומי נזקקים בדרך כלל החולים בסוכרת נעורים לזריקות אינסולין.,7.62,16,0,1,9,10,60,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,8,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"גן אירועים, וכן איזור הנמצא מחוץ למבנה ומשמש את גן האירועים (להלן – אזור), למעט חלק של האזור שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שעומד בתנאים הקבעים בחוק.",22.84,47,0,1,29,29,129,4.448,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,10,18,6,6,8,4,0,4,2,2,0,6,0,4,0,0,0
להנחיות לזכאות לדמי אבטלה בעקבות משבר הקורונה לחצו כאן באפשרותך לבדוק את זכאותך לדמי אבטלה במחשבון זכאות לדמי אבטלה.,12.44,24,0,1,18,19,97,5.105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,14,4,0,0,0,10,0,2,0,2,0,0,0,2,0,0,0
המוקד זמין בימים א' – ה' בין השעות 08:00 – 17:00 בטלפון: 08-6206511 או 9771*מענה טלפוני ממוחשב – המענה הממוחשב זמין 24 שעות ביממה בטלפון: 1800-200-155 תשלום מקוון נפתח בחלון חדש אפליקציית CellPay – לאחר הורדת האפליקציה תוכלו לסרוק את הקוד המופיע על החשבון התקופתי שלכם ולשלם דרך האפליקציה.,31.67,62,0,1,48,51,226,4.431,33,22,0,7,0,0,0,0,0,1,0,4,0,0,0,2,0,30,6,16,8,20,2,2,12,4,0,0,2,2,0,2,0,8,0,0,2
פקחי אגף הפיקוח העירוני הוסמכו לביצוע אכיפה על פי החוק.,6.67,14,0,1,9,10,45,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0
"עם זאת, יש לפנות עוד לפני כן לרופא ילדים אם מופיעים אחד או יותר מהתסמינים הבאים: עלייה לא מספקת במשקל.",13.27,23,0,1,19,20,80,4.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,6,4,0,4,4,0,0,6,4,0,0,0,2,4,0,0,2
"מומלץ להצטייד גם בתרשימים רפואיים העלולים להיות רלוונטיים, דוגמת תרשים א.ק.ג עדכני אם סובלים ממחלת־לב – ודרכי התקשרות (טלפון, טלפון נייד, פקס, דואר אלקטרוני) של הרופא או הרופאה הקרדיולוגים המטפלים בכם בארץ.",20.18,42,0,1,31,34,164,4.824,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,8,6,2,4,16,2,0,2,4,0,0,4,0,2,0,0,4
התינוק בוכה?,3.0,5,1,0,1,2,10,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
הוא ילמד כי יש מי שמקשיב לו ונענה לדרישותיו.,6.33,14,0,1,8,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,2,2,0,0,0,0,2,0,2,2,2,2,0,0,0
"בכל מקרה, אם נוסעים עם סוכרת מומלץ להתייעץ הן עם הרופא או הרופאה במרפאת־המטיילים והן עם הרופא או הרופאה המבצעים את המעקב אחר הסוכרת ולגבש תוכנית פעולה ברורה למקרה שיופיעו סיבוכים (למשל: שמות וכתובות מדויקים של מרפאות או בתי־חולים אמינים ביעדים השונים וכיצד בדיוק מגיעים אליהם).",30.52,61,0,1,45,48,225,4.688,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,10,12,18,8,6,6,0,0,4,8,2,2,4,0,8,2,0,0
"אולם שמחות, למעט חדר נפרד לחלוטין, אם קיים, שהוקצה לעישון בידי הנהלת אולם השמחות במפורש,אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של אולם השמחות ושטחו אינו עולה על רבע של שטח הפתוח לציבור ובלבד שעומד בתנאים הקבועים בחוק.",36.04,77,0,1,45,47,211,4.489,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,8,16,20,8,8,6,10,0,4,4,0,0,10,0,10,0,0,0
"שלב ראשון: הרופא מעיין במסמכים שבתיק לפני שתוזמן להיכנס לחדר, רופא הוועדה יעיין במסמכים הרפואיים הנמצאים בתיק שלך.",16.44,32,0,1,17,18,94,5.222,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,2,12,16,0,4,4,2,0,0,0,0,0,8,0,2,0,0,0
"החוק אוסר עישון במקומות ציבוריים, בתי עסק ומקומות עבודה.",5.6,10,0,1,8,9,46,5.111,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0
ועדת השמה חריגה במקרים בודדים וחריגים מאוד של שינוי משמעותי בנסיבות עשויה להידרש הפניה של תלמיד לדיון לאחר המועד הנקוב וליישום ההחלטה במהלך שנת הלימודים הנוכחית.,18.42,38,0,1,25,26,135,5.192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,10,10,14,4,0,2,8,0,2,0,0,0,0,0,2,0,0,2
"מקומות שנערכים בהם אירועים והופעות תחת כיפת השמיים בהם משתתפים למעלה מ- 50 איש, למעט חצר בית מגורים.",10.95,23,0,1,17,18,80,4.444,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,6,6,2,4,4,8,0,0,0,0,0,2,4,4,0,0,0
"דו""ח רפואי / פסיכיאטרי – אם רלוונטי לקשיי הילד.",5.11,11,0,1,8,8,35,4.375,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,4,2,2,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0
מהם התסמינים של סוכרת נעורים?,3.6,5,0,1,4,5,24,4.8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
בדיקות מעבדה חשובות נוספות: בדיקת שתן לבדיקת רמת הגלוקוזה ותפקודי הכליות ובדיקת רמת ההמוגלובין הקשור לסוכר (HbA1C).,12.96,26,0,1,16,17,95,5.588,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,4,10,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0
יש לו שתן כתום.,2.83,7,0,1,3,4,11,2.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"מומלץ להציב את מיטת התינוק ליד קיר פנימי של הבית, באזור מואר  ומאוּורר.",7.12,16,0,1,12,14,55,3.929,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,4,6,2,2,0,2,0,0,0,2,0,0,0,2,0,0,2
"במסעדות, פאבים, אולמות שמחה ומקומות אחרים בהם העישון אסור, גודלו של חדר העישון אינו יכול לעלות על רבע מכלל השטח הפתוח לציבור.",14.57,29,0,1,21,22,100,4.545,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,6,12,2,0,6,4,0,0,0,0,0,0,2,2,0,0,2
כמו בכל סוג של למידה מוכרחים ליישם ולתרגל בבית את מה שנלמד בטיפולים כדי להשיג תוצאות.,10.45,20,0,1,15,16,69,4.312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,4,2,0,0,0,0,0,0,2,2,2,0,4,2,0,2
במכתב צריכה להימצא רשימת כל התרופות הקבועות שנוטלים.,5.82,11,0,1,7,8,44,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,6,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2
חודשי העבודה לא חייבים להיות רצופים ולא חייבים להיות ממעסיק אחד.,7.86,14,0,1,10,11,53,4.818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,2,0,2,4,0,4,0,0,0,0,0,0,0,0,2
"ועדת השמה דנה בזכאותו של מי שהופנה אליה בידי הורה , מוסד חינוך מוכר, רשות חינוך מקומית, ארגון ציבורי או מי ששר העבודה והרווחה או שר הבריאות הסמיך לכך.",18.68,37,0,1,28,28,118,4.214,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,4,8,2,0,6,12,0,0,4,0,4,4,0,4,0,0,0
"לעיתים נדמה להורים שהילד אינו מתפתח כראוי (כמו ""הבן של השכנים"") ושקיים קושי התפתחותי, לעיתים הגננת היא שמצביעה על קושי של הילד או הסבתא מציינת ש""האח הגדול כבר זחל/עמד/דיבר... בגיל הזה"", ובאופן טבעי ההורים נכנסים לחרדה ומגיעים לרופא.",29.05,59,0,1,37,41,181,4.415,0,14,0,6,0,0,0,0,0,0,0,2,0,0,0,4,2,32,2,6,10,26,6,10,2,4,0,8,2,0,0,8,0,2,0,0,0
אם נפגעת בפגיעת איבה בחוץ לארץ ואתה זכאי לפיצוי לפי דיני המדינה שבה נפגעת או הארץ שבה אתה תושב - אינך זכאי לתגמולים לפי חוק התגמולים לנפגעי פעולות איבה.,20.26,41,0,1,28,28,122,4.357,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,12,10,2,4,2,12,0,0,4,0,0,4,4,8,0,0,4
"השיפור במצב הבריאותי של בני גילאים אלה, והעלייה בהכנסה הפנויה, למי שקרנות הנאמנות שלהם לא נמחקו בשנה האחרונה, מאפשרים לרבים לממש תוכניות וחלומות ישנים – גם לנסוע ליעדים שבעבר לא נמנו על היעדים הקלאסיים של הנוסעים מעל גיל 6",30.09,65,0,1,38,38,180,4.737,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,6,14,28,4,2,8,6,0,6,0,0,2,4,0,4,0,0,0
"לייעוץ זה חשוב להביא מכתב מרופא או מרופאת המשפחה, או מהרופא או הרופאה המטפלים במחלות רקע שונות - ובו פירוט מלא של האבחנות הכרוניות השונות ושל התרופות הקבועות.",19.58,39,0,1,27,27,128,4.741,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,2,6,8,16,4,4,6,2,0,0,6,0,0,2,2,2,0,0,2
שווה שהשותפים לטיול יידעו שיש לך סוכרת - וגם כיצד ניתן לעזור לך בשעת הצורך.,11.0,22,0,1,14,14,59,4.214,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0,4,6,2,0,0,2,0,2,2,0,2,4,0,4,0,0,2
"כל מקום בבניין של מרכז תרבות נוער וספורט (מתנ""ס) או של תנועת נוער.",7.79,14,0,1,12,14,50,3.571,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,2,2,0,4,6,0,0,2,0,0,0,0,0,2,0,0
גן חיות.,1.0,1,1,0,1,2,6,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"בכל מקום אחר בעסק או באותו מוסד, שאינו עונה על הדרישות המפורטות,כגון חדר מדרגות, אסור לעשן או להתיר עישון.",13.0,26,0,1,18,20,84,4.2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,8,6,0,2,6,0,0,0,4,2,0,2,0,2,2,0,2
תלמידים עולים חדשים או תושבים חוזרים בעלי לקויות מובהקות.,5.11,9,0,1,8,9,48,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
בדיקת HbA1C משמשת מדד טוב של איזון הסוכרת בשלושת החודשים שקדמו לבדיקה ומשמשת כיום הבדיקה העיקרית לאיזון ולמעקב אחר המחלה.,16.7,32,0,1,19,20,101,5.05,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,8,16,4,4,0,4,0,2,0,0,0,2,0,2,0,0,0
זה מידבק?,1.5,2,1,0,1,2,7,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"כאשר עולה חשד לסוכרת נעורים, יש לעבור סדרה ארוכה של בדיקות מעבדה.",6.25,11,0,1,11,12,52,4.333,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,0,0,2,4,2,0,0,2,0,0,0,0,0,0,0,2
חשוב להקפיד על גודל הארוחות ועל זמן הארוחות כדי למנוע חוסר התאמה בינן לבין זריקות האינסולין.,8.89,18,0,1,15,16,76,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,2,0,0,8,0,0,0,0,0,0,0,10,0,0,2
בכל שלב ניתן לבטל את הוראת הקבע באמצעות טופס ביטול הוראת קבע נפתח בחלון חדש יתרונות התשלום בהוראת קבע ישנם מספר יתרונות  המטיבים איתכם באם תבחרו לשלם באמצעות הוראת קבע בבנק או בכרטיס האשראי.,10.35,27,0,1,33,34,155,4.559,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,2,10,10,0,2,0,16,0,0,4,2,0,0,0,6,4,0,2
"במשרדי רשות ציבורית, משרדים ממשלתיים, בתי משפט ובתי דין, רשויות מקומיות ומועצות דתיות;השטח הפתוח לציבור בקניון, למעט בית עסק המפורט במקום אחר בתוספת זו ולמעט חדר עישון נפרד לחלוטין שהוקצה לעישון, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של המקום.",32.83,65,0,1,47,49,234,4.776,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,12,16,14,10,4,10,16,0,4,2,0,0,6,2,6,0,0,0
"אינך בעל אזרחות ישראלית, אך נכנסת לישראל כחוק לפי חוק הכניסה לישראל, או שאינך זקוק לאשרה (כגון בעלי דרכון דיפלומטי או תיירים ממדינה שישראל פטרה אותה מחובת אשרה וכו’) - ונפגעת בישראל או בשטחי יהודה שומרון (שטחים שבשליטת ישראל).",26.18,52,0,1,38,38,179,4.711,0,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,6,20,6,4,4,18,14,0,0,8,2,0,6,0,0,0,0,0
"בדיקה רפואית הרופא יחליט בהתאם לסוג המחלה או הליקוי הרפואי שלך, אם יש צורך לבדוק אותך.",10.21,19,0,1,15,16,69,4.312,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,4,8,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0
"חשוב לדעת, עבודה בחלק מהחודש נחשבת לחודש עבודה מלא.",6.77,13,0,1,8,9,41,4.556,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
צריך לרחוץ את התינוק בין חיתול לחיתול?,4.38,10,1,0,6,7,31,4.429,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2
"עם זאת, הנקה עשויה להיות מאתגרת בהתחלה.",6.0,11,0,1,6,7,31,4.429,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0
בריכת שחייה לרבות החצר שלה.,4.88,10,0,1,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
"זה בסדר, זו הדרך שלו לתקשר אתכם.",6.38,9,0,1,6,7,24,3.429,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0
מדובר בתופעה נורמלית.,2.0,4,0,1,2,3,18,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
האור מחיש את פירוק הבילירובין ומוריד את רמתו.,5.44,9,0,1,7,8,37,4.625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,4,2,2,0,0,0,4,0,0,0,0,0,0,0
"הסיבה לקטואצידוזיס היא חוסר במנת אינסולין, מחלה זיהומית או טראומה.",7.08,13,0,1,9,10,55,5.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,2,4,2,0,0,2,0,0,0,0,0,0,0,0
כתמים כחולים באזור העכוז והגב התחתון ניתן לראות אצל תינוקות להורים בעלי עור כהה יותר.,11.0,21,0,1,14,15,70,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,6,8,8,2,0,0,4,0,0,0,0,0,0,0,2,0,0,2
יתרונות התשלום באמצעות הטלפון או האינטרנט גם התשלום הטלפוני או האינטרנטי עשוי להקל עליכם .,10.37,19,0,1,14,14,75,5.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,12,0,0,0,2,0,2,4,0,0,0,0,4,0,0,2
"לשם הבהרה, מאפרה היא כלי המיועד לשמש להשלכת אפר ושיירי מוצרי עישון לתוכו.",9.06,16,0,1,12,13,59,4.538,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,6,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0
"קבלת חשבון ארנונה בדוא""ל.",2.8,6,0,1,3,5,20,4.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"בטרקים ובטיולי שטח באזורים מרוחקים נוסף גם הסיכון של חוסר הזמינות של עזרה רפואית ממוסדת, בתי־חולים ומרפאות, ברמה שאליה רגילים בישראל.",17.15,37,0,1,20,22,109,4.955,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,6,14,10,4,0,4,4,0,2,0,0,0,2,0,2,0,0,0
"בחורף: שתי שכבות לבוש בחדר מחומם, שלוש שכבות לבוש כשיוצאים החוצה.",7.62,18,0,1,10,11,52,4.727,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,6,6,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0
מה קורה כשאין לנו מספיק אינסולין בגוף?,4.33,11,0,1,6,7,31,4.429,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,0,0,6,2,0,0,2,0,0,2,0,0,0
"הסיבות להופעת הסוכרת אינן ידועות עד היום, אף שמדובר במחלה נפוצה מאוד שחוקרים רבים עמלים על פיצוח סודותיה.",11.45,21,0,1,17,18,86,4.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,4,6,0,8,0,4,0,2,2,0,0,4,0,4,0,0,0
הגלוקוזה חיונית לתאים בשל היותה חומר הגלם העיקרי ליצירת אנרגיה.,6.46,13,0,1,9,10,53,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0
"קבלת חשבון ארנונה בדוא""למהיום ניתן לקבל  את חשבון הארנונה ישירות לדואר האלקטרוני (למייל), במקום בדואר.​תורם לאיכות הסביבהקבלת חשבון ארנונה תקופתי ללא עיכוב וללא תלות בדוארניתן לתיוק בקלותהשירות אינו כרוך בתשלוםניתן לקבל את חשבון הארנונה למייל במילוי טופסנפתח בחלון חדש​ או בהרש​מה באתר האינטרנט ​CityPayנפתח בחלון חדשחשוב להבהיר - חשבון הארנונה בדואר האלקטרוני מגיע כשהוא מאובטח ומי שאין לו הרשאה אינו יכול לצפות בפרטי השובר.",37.92,86,0,1,63,66,350,5.303,0,18,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,38,8,6,32,26,4,6,16,24,6,2,2,4,2,2,2,6,0,0,4
"להנקה יש יתרונות בריאותיים גם לאם לטווח הקצר והרחוק, כמו הפחתת הסיכון לסרטן השד.",11.68,23,0,1,13,14,65,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,8,12,2,0,2,2,0,2,0,0,0,0,0,2,0,0,0
תנאי הזכאות להכרה כנפגע פעולות איבה כדי להיות מוכר כנפגע פעולות איבה עליך לענות על שני התנאים האלה:תנאי ראשון - נפגעת באירוע איבהפגיעת איבה היא אחת.,17.72,37,0,1,25,26,120,4.615,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,2,2,10,8,0,0,6,12,0,0,0,0,0,0,0,6,0,0,0
"מאלה:פגיעה מפעולת איבה של כוחות אויב ,פגיעה בשגגה מידי אדם עקב פעולת איבה של כוחות אויב או פגיעה בשגגה בנסיבות שהיה בהן מקום לחשש סביר שתבוצע פעולת איבה.",17.4,34,0,1,27,29,123,4.241,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,12,6,0,0,6,12,0,0,2,0,0,4,2,4,0,0,0
בתקופת האכשרה יכללו רק חודשי עבודה מגיל 18 עד גיל 6.,7.1,14,0,1,10,11,41,3.727,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,2,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0
"התינוק שלכם הוא יחיד ומיוחד, ובשעות הראשונות לאחר לידתו תנסו לבדוק למי הוא דומה.",10.75,23,0,1,13,14,65,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,6,4,4,0,0,2,0,0,0,0,2,2,2,4,0,0,0
