Original Name,Gender,Description,Location
LESSIE,female,"Feminine pet form of Scottish unisex Leslie , meaning `` garden of hollies . ''",English
LETHA,female,"Short form of English Aletha , meaning `` truth . ''",English
LETITIA,female,"English form of Latin Lætitia , meaning `` happiness . ''",English
LETTICE,female,"Middle English form of Latin Lætitia , meaning `` happiness . ''",English
LETTIE,female,"Pet form of Middle English Lettice , meaning `` happiness . ''",English
LETTY,female,"Variant spelling of English Lettie , meaning `` happiness . ''",English
LEWELLA,female,"Variant spelling of English Louella , meaning `` famous warrior . ''",English
LEX,female,"Short form of English unisex Alex , meaning `` defender of mankind . ''",English
LEXA,female,"English pet form of Latin Alexandra , meaning `` defender of mankind . ''",English
LEXI,female,"Variant spelling of English Lexy , meaning `` defender of mankind . ''",English
LEXIA,female,"English short form of Latin Alexia , meaning `` defender . ''",English
LEXIE,female,"Variant spelling of English Lexy , meaning `` defender of mankind . ''",English
LEXINE,female,"Elaborated form of English Lexy , meaning `` defender of mankind . ''",English
LEXUS,female,"Short form of Latin unisex Alexus , meaning `` defender . ''",English
LEXY,female,"English pet form of Latin Alexandra , meaning `` defender of mankind . ''",English
LIANA,female,"Short form of Latin Eliana , meaning `` sun . ''",English
LIANE,female,"Short form of French Éliane , meaning `` sun . ''",English
LIBBIE,female,"Variant spelling of English Libby , meaning `` God is my oath . ''",English
LIBBY,female,"Pet form of English Elizabeth , meaning `` God is my oath . ''",English
LIBERTY,female,"English name derived from the vocabulary word , from Latin libertas , meaning `` freedom . ''",English
LICIA,female,Short form of English names ending with -licia,English
LIDDY,female,"English pet form of Greek Lydia , meaning `` of Lydia . ''",English
LILAC,female,English name derived from the name of the flowering bush,English
LILI,female,"Variant spelling of English Lily , meaning `` lily . '' Compare with other forms of Lili",English
LILIAN,female,"English name derived from Latin Liliana , meaning `` lily . ''",English
LILIANNE,female,"Elaborated form of English Lilian , meaning `` lily . ''",English
LILIAS,female,"Scottish form of Latin Liliana , meaning `` lily . ''",English
LILITA,female,"Pet form of English Lily , meaning `` lily . ''",English
LILITH,female,"Hebrew form of Sumerian Lilitu , meaning `` of the night . '' In mythology , this is the name of a Mesopotamian storm demon associated with the wind and thought to bear disease and death . In ancient Semitic folklore , it is the name of a night demon . The oldest story considers Lilith to be Adam 's first wife . In the bible , this is simply a word for a `` screech owl . ''",English
LILLI,female,"Variant spelling of English Lily , meaning `` lily . ''",English
LILLIA,female,"Short form of English Lillian , meaning `` lily . ''",English
LILLIAN,female,"Variant spelling of English Lilian , meaning `` lily . ''",English
LILLIE,female,"Variant spelling of English Lily , meaning `` lily . ''",English
LILLY,female,"Variant spelling of English Lily , meaning `` lily . ''",English
LILY,female,"English name derived from the vocabulary word , lily , meaning simply `` lily flower . ''",English
LINA,female,Short form of English names ending with -lina . Compare with other forms of Lina,English
LINDA,female,"English name probably derived from Germanic lindi , meaning `` serpent . '' In some cases , it may have been derived from the Spanish word for `` pretty . ''",English
LINDSAY,female,"Scottish surname transferred to English unisex forename use , composed of the name Lincoln and the Old English word ey `` wetland , '' hence `` Lincoln 's wetlands . '' In Scotland , this is strictly a masculine name",English
LINDSEY,female,"Variant spelling of English unisex Lindsay , meaning `` Lincoln 's wetlands . ''",English
LINDSIE,female,"Variant spelling of English unisex Lindsay , meaning `` Lincoln 's wetlands . ''",English
LINDY,female,"Pet form of English Linda , meaning `` serpent . ''",English
LINETTE,female,"Variant spelling of English Lynette , meaning `` little lake . ''",English
LINN,female,"English short form of Latin Linnaea , meaning `` twin flower . '' Compare with other forms of Linn",English
LINNET,female,"Variant spelling of English Linette , meaning `` little lake . ''",English
LINNETTE,female,"Variant spelling of English Linette , meaning `` little lake . ''",English
LINNIE,female,"Pet form of English Linda , meaning `` serpent . ''",English
LINSAY,female,"Variant spelling of English Linsey , meaning `` Lincoln 's wetlands . ''",English
LINSEY,female,"Feminine form of English unisex Lindsay , meaning `` Lincoln 's wetlands . ''",English
LINSY,female,"Variant spelling of English Linsey , meaning `` Lincoln 's wetlands . ''",English
LINZI,female,"Variant spelling of English Linsey , meaning `` Lincoln 's wetlands . ''",English
LIS,female,"Short form of English Elisabeth , meaning `` God is my oath . ''",English
LISA,female,"Variant spelling of English Liza , meaning `` God is my oath . '' Compare with another form of Lisa",English
LISANNE,female,English compound name composed of Lis `` God is my oath '' and Anne `` favor ; grace . '',English
LISBETH,female,"Contracted form of English Elisabeth , meaning `` God is my oath . ''",English
LISHA,female,Short form of English names ending with -isha or -licia,English
LISSA,female,"English short form of Greek Melissa , meaning `` honey-sap . ''",English
LIVIA,female,"Short form of English Olivia , probably meaning `` elf army . '' Compare with another form of Livia",English
LIVVY,female,"Pet form of English Olivia , probably meaning `` elf army . ''",English
LIZ,female,"Short form of English Elizabeth , meaning `` God is my oath . ''",English
LIZA,female,"Short form of English Elizabeth , meaning `` God is my oath . '' Compare with another form of Liza",English
LIZBETH,female,"Short form of English Elizabeth , meaning `` God is my oath . ''",English
LIZETTE,female,"English form of French Lisette , meaning `` God is my oath . ''",English
LIZZIE,female,"Pet form of English Elizabeth , meaning `` God is my oath . ''",English
LIZZY,female,"Variant spelling of English Lizzie , meaning `` God is my oath . ''",English
LOGAN,female,"Scottish surname transferred to unisex forename use , from the name of a place in Ayrshire , meaning `` hollow , lowland . ''",English
LOIS,female,"Greek name of uncertain origin , possibly meaning `` agreeable . '' In the bible , this is the name of the grandmother of Timothy . Compare with masculine Lois",English
LOLA,female,"Pet form of Spanish Dolores , meaning `` sorrows . ''",English
LOLICIA,female,"Modern English name , possibly a blend of Spanish Lola `` sorrows '' and Alicia `` noble sort . ''",English
LONDON,female,"English surname transferred to unisex forename use , denoting someone `` from London . '' The name may have pre-Celtic roots , meaning something like `` place at the unfordable river . ''",English
LORA,female,Latin name meaning `` sorrowful . '' Compare with another form of Lora,English
LORAINE,female,"English variant spelling of French Lorraine , meaning `` land of the people of Lothar . ''",English
LORAINNE,female,"English variant spelling of French Lorraine , meaning `` land of the people of Lothar . ''",English
LORAYNE,female,"English variant spelling of French Lorraine , meaning `` land of the people of Lothar . ''",English
LOREEN,female,"English name composed of Lora `` laurel '' and the Irish diminutive suffix -een , hence `` little laurel tree . ''",English
LORELLE,female,"Variant spelling of English Laurel , meaning `` laurel . ''",English
LOREN,female,"Variant spelling of English unisex Lauren , meaning `` of Laurentum . ''",English
LORENA,female,"Elaborated form of English Loren , meaning `` of Laurentum . '' Compare with another form of Lorena",English
LORENE,female,"Variant spelling of English Loreen , meaning `` little laurel tree . ''",English
LORETTA,female,"English form of Italian Lauretta , meaning `` little laurel tree . ''",English
LORETTE,female,"English form of French Laurette , meaning `` little laurel tree . ''",English
LORI,female,"Variant spelling of English Lorri , meaning `` land of the people of Lothar . '' Compare with another form of Lori",English
LORIE,female,"Variant spelling of English Lorrie , meaning `` land of the people of Lothar . ''",English
LORIN,female,"Variant spelling of English unisex Loren , meaning `` of Laurentum . ''",English
LORINA,female,"Diminutive form of Latin Lora ( `` sorrowful '' ) , meaning `` little sorrowful one . ''",English
LORINDA,female,English elaborated form of Latin Lora ( `` sorrowful '' ) or German Lora `` laurel . '',English
LORNA,female,"Character name used by English novelist R.D . Blackmore , possibly of Anglo-Saxon origin , meaning `` forlorn , forsaken , lost . ''",English
LORRAINE,female,"French surname transferred to forename use , from the name of a French province , Lorraine , from Latin Lotharingia , meaning `` land of the people of Lothar . '' In use by the English and Scottish",English
LORRI,female,"English pet form of French Lorraine , meaning `` land of the people of Lothar . ''",English
LORRIE,female,"Variant spelling of English Lorri , meaning `` land of the people of Lothar . ''",English
LOTTIE,female,"Pet form of French Charlotte , meaning `` man . ''",English
LOTUS,female,"English name derived from the flower name , from Latin lotus , from Greek lotos , a name for various kinds of plants before it came to designate the Egyptian `` white lotus . '' The Greek word may ultimately come from Hebrew lowt , meaning `` covering , veil . ''",English
LOU,female,"English unisex short form of French Louis and Louise , both meaning `` famous warrior . ''",English
LOUANNA,female,English compound name composed of Lou `` famous warrior '' and Anna `` favor ; grace . '',English
LOUELLA,female,"Feminine pet form of English unisex Lou , meaning `` famous warrior . ''",English
LOUISA,female,"Latin form of French Louise , meaning '' famous warrior . ''",English
LOUISE,female,"Feminine form of French Louis , meaning '' famous warrior . ''",English
LOUIZA,female,"English variant spelling of Latin Louisa , meaning '' famous warrior . ''",English
LOVE,female,"English name derived from the vocabulary word , from Old English lufu , meaning `` affection , friendliness , love . '' Compare with masculine Love",English
LUANN,female,English compound name composed of Lou `` famous warrior '' and Ann `` favor ; grace . '',English
