sentence,mdd,t_depth,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords
"חולי סוכרת החוצים יותר מארבעה אזורי זמן בכיוון מערב עשויים להזדקק למינונים גבוהים יותר של אינסולין (כיוון שהיממה מתארכת), בעוד שאלה הנוסעים מזרחה עשויים להזדקק להפחתה במינון (כיוון שהיממה מתקצרת).",19.97,39,1,29,30,161,5.367,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,12,8,0,2,6,14,0,6,0,0,0,8,0,2,0,0,4,3
מתי לפנות לטיפת חלב ולרופא הילדים?,5.0,10,0,5,6,28,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1
"ב 29- למאי 2012 –ח' בסיוון התשע""ב הורחב החוק באישור ועדת העבודה הרווחה והבריאות של הכנסת ובוצעו שינויים בתוספת לחוק.",16.04,31,1,19,21,92,4.381,6,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,16,4,0,8,14,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1
"אם קיבלתם הודעה שיש צורך באבחון, תנותבו לאיש המקצוע או לאנשי המקצוע המתאימים (את המידע על כך תקבלו ממזכירוּת המרפאה שלכם).",14.62,30,1,20,22,97,4.409,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,8,12,0,0,8,2,0,0,4,0,0,4,2,2,0,0,0,4
"שים לב, סיבת הפסקת העבודה (הוצאה לחל""ת, פיטורים או הפסקה מרצון) משפיעה על מועד תחילת התשלום - למידע נוסף על סיבות להפסקת עבודה לחץ כאן.",13.54,29,1,24,25,104,4.16,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,20,4,2,12,6,0,0,6,10,0,0,2,0,0,0,0,4,0,0,0,3
"כדי להקל עליכם ולסייע לכם ריכזנו כאן בעבורכם מידע על המערך העוסק בהתפתחות הילד בכללית, על זכאותכם בסל הבריאות ובכללית מושלם ועל כל מה שחשוב שתדעו בשלב הזה כדי להתחיל את תהליך הטיפול בילדכם.",26.78,55,1,33,34,154,4.529,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,12,14,6,2,2,6,0,2,0,2,2,6,2,16,2,0,2,8
הפקחים מגיבים לפניות / תלונות וכן פועלים בפעילות יזומה.,7.25,14,1,8,8,45,5.625,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,4,4,2,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"מוסד להשכלה גבוהה או מוסד לחינוך על תיכוני שתלמידיו בגיל העולה על 18 שנים לרבות מגורי תלמידים למעט חדר נפרד שהוקצה לעישון וחדר מגורי המעשנים, חדרי הנהלה וסגל.",18.83,37,1,27,28,129,4.607,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,12,8,4,0,0,10,0,0,2,0,0,2,0,4,2,0,0,3
"ציין בפני המעשן כי בכך שהוא מעשן הוא עובר על החוק וגורם גם לך לעבור על החוק, ושניכם עלולים להיקנס בשל כך ו/או להיתבע על ידי לקוחות.",16.47,31,1,26,28,102,3.643,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,10,6,0,2,6,6,6,2,2,0,2,2,0,0,2,10,12,0,0,2,7
"הסיבה פשוטה: תכשירים רבים רגישים לשינויים קיצוניים בטמפרטורה (למשל, אינסולין), ופעמים רבות מידות החום והקור בתא המטען אינן מבוקרות.",15.0,30,1,18,19,107,5.632,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,8,10,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
"כלומר, אפילו יום עבודה אחד בחודש ייחשב לך כחודש עבודה.",5.73,11,1,9,10,43,4.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,4,2,0,0,2,0,0,0,0,2,0,0,0,0
הכתמים נעלמים בדרך כלל בתוך כמה חודשים.,4.88,9,0,6,7,32,4.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2
במקרה כזה מטפל מהתחום הרלוונטי יזמן את ההורים ואת הילד לאבחון ויקבע לילד תוכנית טיפולים אישית.,13.65,26,1,15,16,78,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,10,12,4,2,2,4,0,0,0,4,0,0,2,0,0,0,0,3
מקור הכתם הזה הוא ריכוז גבוה של גבישים בשתן.,6.27,13,1,8,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2
כיצד תתבצע האכיפה של החוק?,4.0,7,1,4,5,21,4.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
האשכים שלו נפוחים בגלל ההורמונים?,4.43,8,0,4,5,28,5.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"כדי למנוע גירוי בעור, החליפו את החיתולים בזמן.",6.09,13,1,7,8,37,4.625,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
״מקום עבודה״ - כל מקום בבניין שעובדים בו אנשים ושאינו משמש למגורים.,9.07,17,1,11,11,52,4.727,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,2,2,4,6,0,0,0,0,0,0,4,0,2,2,0,0,1
"חשוב להתייצב בשירות התעסוקה בסמוך להפסקת העבודה גם אם הפסקת לעבוד מרצונך, כדי לממש את זכאותך לדמי אבטלה.",11.09,22,1,17,18,85,4.722,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,10,6,0,0,2,6,0,2,2,2,0,0,0,2,0,0,2,3
"תקופת החל""ת המזכה בדמי אבטלה:למי שיצא לחל""ת עד 320 - 30 יום לפחות.",6.42,16,1,12,15,49,3.267,5,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,6,2,0,6,4,0,2,0,8,0,0,0,0,0,2,0,2,0,0,0,1
"בנוסף לכך, עם הגיל, אנו נעשים רגישים יותר וחשופים יותר לסיבוכים של מחלות זיהומיות נפוצות, נגדן קיים חיסון.",12.73,24,1,17,18,85,4.722,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,4,2,6,4,2,0,4,0,0,0,0,2,4,0,0,0,4
"חושי הראייה, השמיעה, הטעם והריח פועלים כבר מהלידה.",7.23,15,0,7,8,40,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
"אם הוועדה תחליט שאין צורך באבחון/טיפול או אם הילד עבר אבחון בתחום המבוקש בשנה האחרונה (מתאריך יום ההולדת שלו) ואינו זכאי לאבחון נוסף על פי סל הבריאות, תתקבל במשרד המרפאה תשובה מנומקת, והיא תועבר להורה.",24.76,50,1,34,36,161,4.472,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,26,8,4,14,18,4,0,6,10,0,0,6,0,0,4,2,2,0,0,2,4
למידע נוסף קראו את המדריך לבטיחות תינוקות.,5.0,10,1,6,7,35,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1
"עבירה על החוק הינה עבירה פלילית, הנושאת קנסות בצידה.",6.33,14,1,8,9,42,4.667,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,6,0,2,4,0,0,0,0,0,0,2,0,2,0,0,0,1
"ערך גלוקוזה (סוכר) של 126 מ""ג ומעלה בשתי בדיקות דם רצופות מאשש את האבחנה.",8.36,17,1,13,15,56,3.733,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,2,2,2,4,4,4,0,0,0,2,0,0,0,0,0,0,0,2
לרבות מגרשי ספורט.,2.33,3,1,2,3,15,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
"אם התבקשת להביא מסמכים נוספים לוועדה, או שיש בידך מסמכים שלא מצויים בתיק, נא הגש אותם לרופא.",12.17,24,1,16,17,73,4.294,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,8,4,0,0,0,0,0,2,4,2,0,6,0,0,0,0,0,3
"כמו כן הרופא יקבע את תאריך תחילת אחוז הנכות הרפואית, ואם הנכות הרפואית היא לתקופה זמנית או קבועה (לצמיתות).",12.35,24,1,18,19,85,4.474,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,2,10,2,0,4,6,0,0,4,2,0,0,2,2,0,0,0,5
"מקום עבודה, למעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, לאחר התייעצות עם העובדים.",8.94,18,1,14,15,74,4.933,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,4,6,0,0,2,2,0,2,0,0,0,2,0,6,2,0,0,1
זו בעיה חריפה נוספת שנפוצה במיוחד בקרב חולים בסוכרת נעורים.,7.0,14,1,9,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,0,4,2,0,0,2,0,0,0,2,2,0,0,0,0,0
כלל אצבע: הלבישו את התינוק במספר השכבות שנוח לכם פלוס שכבה אחת.,8.56,16,1,11,12,50,4.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,4,0,0,2,0,0,0,0,2,0,4,0,2,4,0,0,3
"ואם לא די בכך, הירידה בפעילות מערכת החיסון מכרסמת בתגובת הגוף לחיסונים הניתנים לפני הנסיעה וניכרת גם ירידה בתפקודים הנוירולוגיים – קושי לשנן ולזכור וירידה בחדות הראייה והשמיעה – מה שעלול להאט את ההסתגלות של המטיילים לסביבתם החדשה.",30.11,64,1,37,36,189,5.25,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,14,24,10,6,8,8,0,6,2,2,2,4,0,2,0,0,2,6
"למי שיצא לחל""ת מ- 20 עד 321 - 14 יום לפחות.",8.27,16,1,10,11,29,2.636,7,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,4,2,0,6,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,1
סוכרת הריונית.,2.0,3,0,1,2,12,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
חזרנו הביתה עם התינוק.,2.5,5,0,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
הודעות שיבוץ למסגרות החינוך המיוחד נשלחות להורים במשך חודשי הקיץ.,7.15,15,1,9,10,55,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0
"ועדת העברות התלמיד והוריו יכולים לערער על החלטת ועדת השיבוץ בכתב למחלקה לחינוך מיוחד, לגב' אתי וקנין.",13.46,26,1,16,17,82,4.824,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,8,6,4,0,4,10,0,0,0,0,0,0,0,4,0,0,2,2
בעיות שונות עלולות לצוץ כתוצאה מירידה בלחץ החמצן ומהיובש היחסי בתא הנוסעים.,10.7,21,1,11,12,63,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,10,10,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
"אם החום הוא מתחת ל־36 מעלות, פנו לרופא.",6.8,13,0,7,9,29,3.222,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,6,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,3
"נוהל הפניית ילד לוועדת השמה לצורכי חינוך מיוחד יש להגיש את המסמכים הבאים לשירות הפסיכולוגי חינוכי לצורך הכנת תיק תלמיד לוועדת ההשמה:בקשה בכתב לוועדת השמה, חתומה על ידי הורי הילד, או אפוטרופוס חוקי.",20.22,44,1,32,34,161,4.735,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,12,12,0,4,2,20,0,0,2,2,0,2,0,2,0,0,2,4
"מנגנון ויסות החום של התינוק לא בשל בחודשים הראשונים לחייו, בין היתר משום ששכבת השומן על גופו היא דקה, ושטח עורו גדול יחסית  למשקלו.",17.26,34,1,23,24,104,4.333,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,6,16,2,0,2,6,0,4,2,0,0,4,0,4,0,0,0,5
"לכם, ההורים, יש תפקיד מרכזי בתרגול הזה, ושיתוף הפעולה שלכם הוא קריטי.",9.81,18,1,11,12,54,4.5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,4,2,0,6,4,0,0,0,0,0,0,0,2,0,0,0,3
יש לו פריחה בעור.,2.83,7,0,3,4,13,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"בחלק מן המקומות המוגדרים בחוק, ניתן להקצות חדר המיועד לעישון, שיהיה נפרד לחלוטין, מאוורר היטב, ושהעשן אינו מהווה מטרד בחלקים אחרים באותו מקום.",19.16,36,1,22,23,115,5.0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,8,16,14,2,2,2,2,0,0,0,2,0,4,0,2,0,0,2,2
"אלו מקומות נחשבים כמקומות ציבורים לפי חוק ובהם העישון אסורה חוק אוסר לעשן במקומות הציבוריים המפורטים להלן:אולם המשמש בדרך כלל לבית קולנוע, לתיאטרון, להופעות, לקונצרטים, לאופרה או למחול וכן חדר או אולם המשמש לדיון, להרצאה או לישיבות, וכן המסדרונות והאכסדרות, למעט חדר נפרד לחלוטין שהוקצה לעישון בהפסקות בידי הנהלת המקום, מלבד שעומד בתנאי החוק.",40.33,90,1,53,55,279,5.073,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,4,32,24,8,10,2,12,0,6,8,0,0,8,4,8,0,0,0,6
עד למפגש עם הרופא יש להלביש את התינוק בשכבת בגדים נוספת ולוודא שהוא נמצא במקום שחומם היטב.,13.16,25,1,16,17,73,4.294,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,6,10,2,2,0,2,0,0,0,2,0,4,2,4,0,0,0,4
הנפיחות בעיניים מלוּוה לעיתים בהפרשה קלה הניתנת לניגוב בעדינות בעזרת מים פושרים.,10.48,21,1,11,13,67,5.154,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,14,8,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0
יש כמה סוגים של סוכרת.,2.25,4,0,4,5,17,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2
ומה בנוגע לזריקות אינסולין?,4.2,5,1,3,4,23,5.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0
פעילות גופנית סדירה יכולה לעזור גם היא בשמירה על רמת סוכר תקינה ולמנוע סיבוכים מאוחרים.,8.38,15,1,14,15,72,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,4,0,2,0,2,2,0,2,0,0,0,0,2,2,0,0,2,4
"בשטח בית החולים או במרפאות, לרבות חצר המוסד בטווח של 10 מטר מהכניסה או מהיציאה ובחלקה פתוח לציבור בבית המרקחת.",16.47,33,1,19,20,89,4.45,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,18,14,2,2,0,10,0,0,4,0,0,0,0,0,0,0,0,3
זאת בניגוד להפרעה בייצור האינסולין שמאפיינת את סוכרת הנעורים.,10.64,16,1,8,9,52,5.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,2,0,4,0,0,0,2,0,2,2,0,0,0,0,2
"העובדים האלה לא מבוטחים בביטוח אבטלה, ולכן לא יכולים להיות זכאים לדמי אבטלה:עובד עצמאי - לבדיקת זכויות של עובדים עצמאיים ופרילנסרים בעקבות הקורונה לחצו כאן בעל שליטה בחברת מעטים - לא זכאי לדמי אבטלה גם אם הוא עובד בה כשכיר.",23.16,49,1,39,39,179,4.59,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,22,2,8,12,6,4,4,2,12,0,10,4,0,0,0,4,4,0,0,2,11
"אם המזגן פועל, כדאי שתי שכבות.",5.0,10,1,5,6,23,3.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,1
תינוק שנוהג לעשות את צרכיו בשעת ההנקה - אפשר להחליף לו את החיתול אחרי ההנקה.,9.43,18,1,14,14,60,4.286,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,2,6,0,2,0,2,0,0,0,4,0,2,0,4,0,0,2,4
מכתב באנגלית מהרופא או הרופאה המטפלים ובו ציון של כל המחלות הכרוניות שמהן סובלים.,11.64,22,1,13,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,12,2,2,4,0,0,0,2,0,2,2,0,2,2,0,0,3
"ואסור להשאיר את התינוק לבד במים, אפילו לא לחלקיק שנייה!",8.25,16,1,9,10,44,4.4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,6,2,0,2,0,0,2,2,2,0,2,0,0,0,0,2,2
הנפיחות נעלמת לאחר זמן קצר.,3.4,5,0,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0
"המלווה יכול להיות עו""ד, מתרגם, קרוב משפחה, חבר וכודומה.",6.64,13,1,8,10,42,4.2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,2,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2
ועדת השמה תשמש גם כ-וועדת ערר על החלטת ועדת השילוב המוסדות.,7.71,16,1,10,12,47,3.917,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,2,8,0,0,2,6,0,2,0,0,0,0,0,2,0,0,0,2
"כדאי שהתרופות שעימן נוסעים יהיו תואמות את הכתוב במכתב הרפואי – בייחוד נכון הדבר לגבי תרופות הניתנות בהזרקה ותרופות משככות כאבים ממשפחת הנרקוטיקה, למשל אוקסיקוד (Oxycod, Oxycodone), או אמ סי אר (MCR, Morphine) ביטוח נסיעות לחו""ל בכללית חו""ל מאפשר כיסוי לבעיות בריאות ולמחלות קיימות וכרוניות, אם נהנית מתקופת בריאות יציבה בחצי השנה שלפני הטיול בחו""ל.",37.07,82,1,54,57,280,4.912,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,10,22,20,6,12,22,12,0,0,6,2,0,6,0,6,0,0,2,3
עליהם להקפיד על נטילת התרופות הקבועות ולהימנע מפעילות מאומצת חריגה.,6.83,12,1,9,10,57,5.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,4,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2
בימים הראשונים ייתכן שתראו כתם בצבע כתום בשתן המופרש על  החיתול.,8.94,17,1,10,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,8,0,2,0,0,0,0,0,0,0,4,0,2,0,0,2,1
"אם הוועדה תחליט שיש צורך באבחון ו/או בטיפול, יישלח מסרון לטלפון הנייד של אחד ההורים (אם השירות הזה ניתן במחוז שאליו אתם משתייכים).",17.06,38,1,22,24,103,4.292,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,16,6,2,6,16,2,0,8,0,0,0,2,0,0,4,4,2,0,0,0,3
חשוב שעור התינוק יישמר נקי.,3.83,6,1,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0
"לנוחיותכם, ריכזנו מספר דרכים בהן תוכלו לשלם את חשבון הארנונה: הוראת קבע בבנק נפתח בחלון חדש טופס הוראת קבע בכרטיס האשראי - להדפסה נפתח בחלון חדש טופס הוראת קבע מקוון נפתח בחלון חדש סניפי הבנקים סניפי בנק הדואר – במזומן, המחאה או כרטיס אשראי מוקד תשלומים טלפוני – התשלום הוא באמצעות כרטיס אשראי במוקד התשלומים של אגף הגבייה.",34.41,68,1,57,55,259,4.709,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,36,10,10,16,22,0,0,10,32,0,0,2,2,0,0,2,2,2,0,2,5
חלב אם הוא המזון המושלם לתינוק.,4.71,7,1,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
"אין להציב במיטה בובות, מגן ראש או מצעים שעלולים לכסות את פני התינוק.",8.31,18,1,12,13,54,4.154,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,4,0,0,0,4,0,2,2,2,0,2,0,0,0,0,2,3
חניון ציבורי מקורה או תת קרקעי.,3.2,6,1,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
"לכן חשוב שכל חולה סוכרת שמטופל באינסולין יישא עימו משהו מתוק ואפילו מזרק גלוקגון להזרקה לשריר הירך, בדומה למזרקים האוטומטיים שמצויים בערכות האב""ך.",19.28,40,1,22,24,121,5.042,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,6,12,12,2,4,6,6,0,0,4,0,0,6,0,2,2,0,2,1
"בטיול ממושך, הסכנה העיקרית לחולי־לב נובעת מהעצמה בלתי־רגילה בפעילות היומיומית, שעלולה להפר את האיזון בו נמצאים חולי־לב יציבים.",15.96,30,1,17,21,103,4.905,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,10,10,0,2,6,4,0,0,0,2,0,2,0,2,0,0,2,1
"לאחר מכן, המזכיר יזמין אותך להיכנס לחדר, ותתבקש להציג תעודה מזהה עם תמונה.",8.94,17,1,12,13,59,4.538,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,6,4,2,0,4,0,0,0,0,2,0,0,0,4,0,0,0,2
מה זה קטואצידוזיס?,3.0,3,0,2,3,15,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2
ניתן לקבל על פי בקשה את פרוטוקול הביניים ואת חוות הדעת שבוצעו על ידי המומחים השונים.,9.84,20,1,15,16,68,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,2,0,2,8,0,0,0,4,0,2,0,4,0,0,2,4
האמת שלא.,2.75,4,0,1,2,7,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"קטואצידוזיס נגרם ממחסור חמור באינסולין וגורם לרמה גבוהה של גלוקוזה בדם וליצירת חומר הקרוי ""גופי קטו"".",11.41,23,1,15,16,83,5.188,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,6,10,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1
גם כדאי מאוד להתקין בחדר מדחום קיר.,4.25,8,1,6,7,28,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,1
בועדות נפגעי עבודה ניתן למצוא את חוות הדעת באתר האישי.,7.08,15,1,9,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,6,0,0,2,6,0,0,0,2,0,0,0,0,0,0,2,1
